Binary,Function Name,Function URL
uniq,SUID,/gtfobins/uniq/#suid
uniq,Sudo,/gtfobins/uniq/#sudo
unshare,Shell,/gtfobins/unshare/#shell
unshare,SUID,/gtfobins/unshare/#suid
unshare,Sudo,/gtfobins/unshare/#sudo
unsquashfs,SUID,/gtfobins/unsquashfs/#suid
unsquashfs,Sudo,/gtfobins/unsquashfs/#sudo
unzip,SUID,/gtfobins/unzip/#suid
unzip,Sudo,/gtfobins/unzip/#sudo
update-alternatives,SUID,/gtfobins/update-alternatives/#suid
update-alternatives,Sudo,/gtfobins/update-alternatives/#sudo
uudecode,File read,/gtfobins/uudecode/#file-read
uudecode,SUID,/gtfobins/uudecode/#suid
uudecode,Sudo,/gtfobins/uudecode/#sudo
uuencode,File read,/gtfobins/uuencode/#file-read
uuencode,SUID,/gtfobins/uuencode/#suid
uuencode,Sudo,/gtfobins/uuencode/#sudo
vagrant,Shell,/gtfobins/vagrant/#shell
vagrant,SUID,/gtfobins/vagrant/#suid
vagrant,Sudo,/gtfobins/vagrant/#sudo
valgrind,Shell,/gtfobins/valgrind/#shell
valgrind,Sudo,/gtfobins/valgrind/#sudo
varnishncsa,SUID,/gtfobins/varnishncsa/#suid
varnishncsa,Sudo,/gtfobins/varnishncsa/#sudo
vi,Shell,/gtfobins/vi/#shell
vi,File write,/gtfobins/vi/#file-write
vi,File read,/gtfobins/vi/#file-read
vi,Sudo,/gtfobins/vi/#sudo
view,Shell,/gtfobins/view/#shell
view,Reverse shell,/gtfobins/view/#reverse-shell
view,Non-interactive reverse shell,/gtfobins/view/#non-interactive-reverse-shell
view,Non-interactive bind shell,/gtfobins/view/#non-interactive-bind-shell
view,File upload,/gtfobins/view/#file-upload
view,File download,/gtfobins/view/#file-download
view,File write,/gtfobins/view/#file-write
view,File read,/gtfobins/view/#file-read
view,Library load,/gtfobins/view/#library-load
view,SUID,/gtfobins/view/#suid
view,Sudo,/gtfobins/view/#sudo
view,Capabilities,/gtfobins/view/#capabilities
view,Limited SUID,/gtfobins/view/#limited-suid
vigr,SUID,/gtfobins/vigr/#suid
vigr,Sudo,/gtfobins/vigr/#sudo
vim,Shell,/gtfobins/vim/#shell
vim,Reverse shell,/gtfobins/vim/#reverse-shell
vim,Non-interactive reverse shell,/gtfobins/vim/#non-interactive-reverse-shell
vim,Non-interactive bind shell,/gtfobins/vim/#non-interactive-bind-shell
vim,File upload,/gtfobins/vim/#file-upload
vim,File download,/gtfobins/vim/#file-download
vim,File write,/gtfobins/vim/#file-write
vim,File read,/gtfobins/vim/#file-read
vim,Library load,/gtfobins/vim/#library-load
vim,SUID,/gtfobins/vim/#suid
vim,Sudo,/gtfobins/vim/#sudo
vim,Capabilities,/gtfobins/vim/#capabilities
vim,Limited SUID,/gtfobins/vim/#limited-suid
vimdiff,Shell,/gtfobins/vimdiff/#shell
vimdiff,Reverse shell,/gtfobins/vimdiff/#reverse-shell
vimdiff,Non-interactive reverse shell,/gtfobins/vimdiff/#non-interactive-reverse-shell
vimdiff,Non-interactive bind shell,/gtfobins/vimdiff/#non-interactive-bind-shell
vimdiff,File upload,/gtfobins/vimdiff/#file-upload
vimdiff,File download,/gtfobins/vimdiff/#file-download
vimdiff,File write,/gtfobins/vimdiff/#file-write
vimdiff,File read,/gtfobins/vimdiff/#file-read
vimdiff,Library load,/gtfobins/vimdiff/#library-load
vimdiff,SUID,/gtfobins/vimdiff/#suid
vimdiff,Sudo,/gtfobins/vimdiff/#sudo
vimdiff,Capabilities,/gtfobins/vimdiff/#capabilities
vimdiff,Limited SUID,/gtfobins/vimdiff/#limited-suid
vipw,SUID,/gtfobins/vipw/#suid
vipw,Sudo,/gtfobins/vipw/#sudo
virsh,File write,/gtfobins/virsh/#file-write
virsh,File read,/gtfobins/virsh/#file-read
virsh,Sudo,/gtfobins/virsh/#sudo
volatility,Shell,/gtfobins/volatility/#shell
w3m,File read,/gtfobins/w3m/#file-read
w3m,SUID,/gtfobins/w3m/#suid
w3m,Sudo,/gtfobins/w3m/#sudo
wall,Sudo,/gtfobins/wall/#sudo
watch,Shell,/gtfobins/watch/#shell
watch,SUID,/gtfobins/watch/#suid
watch,Sudo,/gtfobins/watch/#sudo
watch,Limited SUID,/gtfobins/watch/#limited-suid
wc,File read,/gtfobins/wc/#file-read
wc,SUID,/gtfobins/wc/#suid
wc,Sudo,/gtfobins/wc/#sudo
wget,Shell,/gtfobins/wget/#shell
wget,File upload,/gtfobins/wget/#file-upload
wget,File download,/gtfobins/wget/#file-download
wget,File write,/gtfobins/wget/#file-write
wget,File read,/gtfobins/wget/#file-read
wget,SUID,/gtfobins/wget/#suid
wget,Sudo,/gtfobins/wget/#sudo
whiptail,File read,/gtfobins/whiptail/#file-read
whiptail,SUID,/gtfobins/whiptail/#suid
whiptail,Sudo,/gtfobins/whiptail/#sudo
whois,File upload,/gtfobins/whois/#file-upload
whois,File download,/gtfobins/whois/#file-download
wireshark,Command,/gtfobins/wireshark/#command
wireshark,Sudo,/gtfobins/wireshark/#sudo
wish,Shell,/gtfobins/wish/#shell
wish,Non-interactive reverse shell,/gtfobins/wish/#non-interactive-reverse-shell
wish,Sudo,/gtfobins/wish/#sudo
xargs,Shell,/gtfobins/xargs/#shell
xargs,File read,/gtfobins/xargs/#file-read
xargs,SUID,/gtfobins/xargs/#suid
xargs,Sudo,/gtfobins/xargs/#sudo
xdg-user-dir,Shell,/gtfobins/xdg-user-dir/#shell
xdg-user-dir,Sudo,/gtfobins/xdg-user-dir/#sudo
xdotool,Shell,/gtfobins/xdotool/#shell
xdotool,SUID,/gtfobins/xdotool/#suid
xdotool,Sudo,/gtfobins/xdotool/#sudo
xelatex,Shell,/gtfobins/xelatex/#shell
xelatex,File read,/gtfobins/xelatex/#file-read
xelatex,Sudo,/gtfobins/xelatex/#sudo
xelatex,Limited SUID,/gtfobins/xelatex/#limited-suid
xetex,Shell,/gtfobins/xetex/#shell
xetex,Sudo,/gtfobins/xetex/#sudo
xetex,Limited SUID,/gtfobins/xetex/#limited-suid
xmodmap,File read,/gtfobins/xmodmap/#file-read
xmodmap,SUID,/gtfobins/xmodmap/#suid
xmodmap,Sudo,/gtfobins/xmodmap/#sudo
xmore,File read,/gtfobins/xmore/#file-read
xmore,SUID,/gtfobins/xmore/#suid
xmore,Sudo,/gtfobins/xmore/#sudo
xpad,File read,/gtfobins/xpad/#file-read
xpad,Sudo,/gtfobins/xpad/#sudo
xxd,File write,/gtfobins/xxd/#file-write
xxd,File read,/gtfobins/xxd/#file-read
xxd,SUID,/gtfobins/xxd/#suid
xxd,Sudo,/gtfobins/xxd/#sudo
xz,File read,/gtfobins/xz/#file-read
xz,SUID,/gtfobins/xz/#suid
xz,Sudo,/gtfobins/xz/#sudo
yarn,Shell,/gtfobins/yarn/#shell
yarn,Sudo,/gtfobins/yarn/#sudo
yash,Shell,/gtfobins/yash/#shell
yash,SUID,/gtfobins/yash/#suid
yash,Sudo,/gtfobins/yash/#sudo
yelp,File read,/gtfobins/yelp/#file-read
yum,File download,/gtfobins/yum/#file-download
yum,Sudo,/gtfobins/yum/#sudo
zathura,Shell,/gtfobins/zathura/#shell
zathura,Sudo,/gtfobins/zathura/#sudo
zip,Shell,/gtfobins/zip/#shell
zip,File read,/gtfobins/zip/#file-read
zip,Sudo,/gtfobins/zip/#sudo
zip,Limited SUID,/gtfobins/zip/#limited-suid
zsh,Shell,/gtfobins/zsh/#shell
zsh,File write,/gtfobins/zsh/#file-write
zsh,File read,/gtfobins/zsh/#file-read
zsh,SUID,/gtfobins/zsh/#suid
zsh,Sudo,/gtfobins/zsh/#sudo
zsoelim,File read,/gtfobins/zsoelim/#file-read
zsoelim,SUID,/gtfobins/zsoelim/#suid
zsoelim,Sudo,/gtfobins/zsoelim/#sudo
zypper,Shell,/gtfobins/zypper/#shell
zypper,Sudo,/gtfobins/zypper/#sudo
